// Grasscutter 3.3.54 GM Handbook
// Created 2023/01/24 10:05:08


// Commands
       account : 创建或删除账号
      announce : 向所有在线玩家发送公告，或者管理服务器的公告
         clear : 从你的背包中删除所有未装备且已解锁的物品，包括稀有物品
          coop : 强制传送指定玩家到他人的世界。如果没有指定玩家，则会使你进入多人游戏状态
         daily : This value does not exist. Please report this to the Discord: commands.daily.description
          enka : 🇺🇸Copy your character data from official server to private server using Enka.Network service (data taken only from Showcase)
 enter_dungeon : 进入指定秘境
        entity : This value does not exist. Please report this to the Discord: commands.entity.description
         equip : 🇺🇸You can replace current character weapon with a weapon that cannot be used by current character due to different types of weapons.
          give : 向你或指定的玩家给予物品。比如可以给予全部武器，角色和/或材料，也可以给予自定义圣遗物
          heal : 治疗当前队伍的角色
          help : 发送帮助信息或显示指定命令的信息
       killall : 杀死所有怪物
      language : 显示或切换当前语言
          list : 查看所有玩家
    permission : 添加或移除指定玩家的权限
      position : 获取所在位置和旋转信息
         quest : 添加或完成任务
        reload : 重载配置文件和数据
        remote : 🇺🇸Use this to access commands from web
    resetConst : 重置当前角色的命之座，执行命令后需重新登录以生效
resetShopLimit : 重置指定玩家的商店刷新时间
      sendMail : 向指定用户发送邮件。此命令的用法会根据撰写阶段而改变
   sendMessage : 向玩家以服务器的身份发送消息。如果没有指定目标，则向服务器的全部玩家发送
      setConst : 为当前活跃角色设置命座等级
setFetterLevel : 设置当前角色的好感度等级
       setProp : 设置账号的状态。比如可以通过此命令启用 godmode，也可以解锁深渊或更改纪行等级
                    可更改的状态列表：godmode(上帝模式)|nostamina(无限体力)|unlimitedenergy(无限能量)|abyss(深渊)|worldlevel(世界等级)|bplevel(纪行等级)
                    查看 PlayerProperty enum 以获得其他数值，格式为 PROP_MAX_SPRING_VOLUME -> max_spring_volume
      setStats : 设置当前角色的属性
                    可更改的属性列表：hp(生命值)|maxhp(最大生命值)|def(防御力)|atk(攻击力)|em(元素精通)|er(元素充能效率)|crate(暴击率)|cdmg(暴击伤害)|cdr(冷却缩减)|heal(治疗加成)|heali(受治疗加成)|shield(护盾强效)|defi(无视防御)
                    元素增伤：epyro(火)|ecryo(冰)|ehydro(水)|egeo(岩)|edendro(草)|eelectro(雷)|ephys(物理)
                    元素抗性：respyro(火)|rescryo(冰)|reshydro(水)|resgeo(岩)|resdendro(草)|reselectro(雷)|resphys(物理)
         spawn : 在你附近生成实体
          stop : 停止服务器
        talent : 设置当前角色的天赋等级
          team : 手动修改你的队伍
      teleport : 改变指定玩家的位置
   teleportAll : 将你世界中的所有玩家传送到你所在的位置
       weather : 更改天气ID和气候类型。
                    天气ID可以在 ./Resources/ExcelBinOutput/WeatherExcelConfigData.json 中找到。
                    气候类型：sunny(晴天), cloudy(多云), rain(雨), thunderstorm(雷雨), snow(雪), mist(雾)
 42605005 : Drake_Primo_Rock_ScaleBurst_Bullet_Electric - [N/A] 4040601695
 42605006 : Drake_Primo_Rock_ScaleBurst_Bullet_Fire - [N/A] 3471852255
 42605007 : Drake_Primo_Rock_ScaleBurst_Bullet_Ice - [N/A] 1955155023
 42605008 : Drake_Primo_Rock_ScaleBurst_Bullet_Water - [N/A] 3113909559
 42605009 : Drake_Primo_Rock_ScaleGadget_Electric - [N/A] 2910443231
 42605010 : Drake_Primo_Rock_ScaleGadget_Fire - [N/A] 2359251983
 42605011 : Drake_Primo_Rock_ScaleGadget_Ice - [N/A] 3096631983
 42605012 : Drake_Primo_Rock_ScaleGadget_Water - [N/A] 3224672727
 42605013 : Drake_Primo_Rock_ScaleGadget_Electric_Bullet - [N/A] 2581820047
 42605014 : Drake_Primo_Rock_GlideBullet - [N/A] 3283866871
 42605015 : Drake_Primo_Rock_ElementExplode_Electric - [N/A] 3331418415
 42605016 : Drake_Primo_Rock_ElementExplode_Fire - [N/A] 3597658663
 42605017 : Drake_Primo_Rock_ElementExplode_Ice - [N/A] 2904873759
 42605018 : Drake_Primo_Rock_ElementExplode_Water - [N/A] 2689240199
 42605019 : Drake_Primo_Rock_ScaleGadget_ActivityCycle_Electric - [N/A] 4207399879
 42605020 : Drake_Primo_Rock_ScaleGadget_ActivityCycle_Fire - [N/A] 1828922095
 42605021 : Drake_Primo_Rock_ScaleGadget_ActivityCycle_Ice - [N/A] 2979792639
 42605022 : Drake_Primo_Rock_ScaleGadget_ActivityCycle_Water - [N/A] 1067943975
 42605023 : Drake_DeepSea_MagicIceBall - [N/A] 2121789031
 42605024 : Drake_DeepSea_MagicElectricBall - [N/A] 429263311
 42605025 : Drake_DeepSea_MagicWaterBall - [N/A] 1894734087
 42605026 : Drake_DeepSea_TaiRangeAttack_IceSpear - [N/A] 62595135
 42605027 : Drake_DeepSea_TaiRangeAttack_ElectricSpear - [N/A] 863864455
 42605028 : Drake_DeepSea_TaiRangeAttack_WaterSpear - [N/A] 1797558807
 42605029 : Drake_DeepSea_TraceIceBall - [N/A] 76812167
 42605030 : Drake_DeepSea_TraceElectricBall - [N/A] 2571401855
 42605031 : Drake_DeepSea_ChargeAttackIceSpear - [N/A] 1355277519
 42605032 : Drake_DeepSea_ChargeAttackElectricSpear - [N/A] 2909238191
 42605033 : Drake_DeepSea_ChargeAttackWaterSpear - [N/A] 501535911
 42605034 : Drake_DeepSea_BrokeRock - [N/A] 2243681559
 42605035 : Drake_DeepSea_LaserIce - [N/A] 1197736167
 42605036 : Drake_DeepSea_LaserElectric - [N/A] 3791669119
 42605037 : Drake_DeepSea_MagicIceBall_Small - [N/A] 2946630583
 42605038 : Drake_DeepSea_MagicElectricBall_Small - [N/A] 3229098967
 42605039 : Drake_DeepSea_TaiRangeAttack_IceSpear_Small - [N/A] 2058309063
 42605040 : Drake_DeepSea_TaiRangeAttack_ElectricSpear_Small - [N/A] 989407143
 42605041 : Drake_DeepSea_FitBullet_Ice - [N/A] 101959495
 42605042 : Drake_DeepSea_FitBullet_Electric - [N/A] 2926664623
 42605043 : Drake_DeepSea_Swim_IceSpear - [N/A] 3220379615
 42605044 : Drake_DeepSea_Swim_ElectricSpear - [N/A] 3485262495
 42605045 : Drake_DeepSea_WaterSpear_Earth - [N/A] 1463250487
 42605046 : Drake_DeepSea_MagicWaterBall_Small - [N/A] 1195389095
 42605047 : Drake_DeepSea_ElectricSpearTarget - [N/A] 3987731975
 42605048 : Drake_DeepSea_BlackBall - [N/A] 3263195815
 42605049 : Drake_DeepSea_Laser_HitWall - [N/A] 4016635519
 42606001 : Cicin_ElectricBall - [N/A] 1564402423
 42606002 : Cicin_BlinkPoint - [N/A] 3057718599
 42606003 : Cicin_ThunderEnergy - [N/A] 1715126231
 42606004 : Cicin_WaterBall - [N/A] 2386648631
 42606005 : Cicin_IceSpear - [N/A] 427898903
 42606006 : Cicin_IceShieldEnergy - [N/A] 3034734407
 42607001 : Inu_Shihandai_GrassWall - [N/A] 1644291071
 42607002 : Inu_Shihandai_Invisible_Wave - [N/A] 2982627551
 42607003 : Inu_Shihandai_Blink_Hat - [N/A] 544826183
 42607004 : Inu_Shihandai_Blink_HatTargetPos - [N/A] 3819828991
 42607005 : Inu_Shihandai_TrickDogExplode - [N/A] 1908164383
 42607006 : Inu_Shihandai_CounterAttackBlade - [N/A] 499857415
 42607007 : Inu_Shihandai_BossBuff_Attack - [N/A] 3225951455
 42607008 : Inu_Shihandai_BossBuff_Defense - [N/A] 3485942527
 42607009 : Inu_Shihandai_BossBuff_MoveSpeed - [N/A] 2371747111
 42607010 : Inu_Shihandai_RangeBlade - [N/A] 1718052927
 42607011 : Inu_Shihandai_RushBullet - [N/A] 2187394727
 42607012 : Inu_Shihandai_CounterAttackBladeBig - [N/A] 3853821663
 42607013 : Inu_Shihandai_AirWall - [N/A] 2688805631
 42608001 : Eldritch_Minor_WaterJet_Bullet - [N/A] 1587581711
 42608002 : Eldritch_Minor_WaterImpulse_ChargeGadget - [N/A] 1844704015
 42608003 : Eldritch_Minor_WaterBall_FirstRound_Bullet - [N/A] 3357973151
 42608004 : Eldritch_Minor_WaterBall_SecondRound_Bullet - [N/A] 674078551
 42608005 : Eldritch_Minor_Alert_Bullet - [N/A] 3807939655
 42608006 : Eldritch_Minor_Platform_CenterGadget - [N/A] 2434224127
 42608007 : Eldritch_Minor_WaterJet_WindZone - [N/A] 1357139671
 42608008 : Eldritch_Minor_LockDummy - [N/A] 212460151
 42609001 : Fungus_Un_Gamma_Water_BulletNormal - [N/A] 1376215543
 42609002 : Fungus_Un_Gamma_Water_BulletOverdose - [N/A] 954065431
 42609003 : Fungus_Un_Delta_Grass_BulletNormal - [N/A] 1165201071
 42609004 : Fungus_Un_Delta_Grass_BulletDecayed - [N/A] 2257096647
 42609005 : Fungus_Un_Delta_Wind_BulletNormal - [N/A] 3484845711
 42609006 : Fungus_Un_Delta_Wind_BulletDecayed - [N/A] 2331170519
 42609007 : Fungus_Deux_Epsilon_Wind_BulletNormal - [N/A] 3754335351
 42609008 : Fungus_Deux_Epsilon_Wind_BulletDecayed - [N/A] 2421147295
 42609009 : Fungus_Deux_Delta_Electric_BulletNormal - [N/A] 4240288487
 42609010 : Fungus_Deux_Delta_Electric_BulletDecayed - [N/A] 1442935783
 42609011 : Fungus_Trois_Ice_Bullet - [N/A] 2864403951
 42609012 : Fungus_Deux_Wind_Bullet - [N/A] 18811943
 42609013 : Fungus_Deux_Fire_Bullet - [N/A] 2986827871
 42609014 : Fungus_Un_Wind_Bullet - [N/A] 3761046839
 42609015 : Fungus_Un_WindImpact_Bullet - [N/A] 2268550327
 42609016 : Fungus_Un_WindZone_Point - [N/A] 4066589055
 42609017 : Fungus_Un_Water_Bullet - [N/A] 407535911
 42609018 : Fungus_Un_Water_UBPoint - [N/A] 88017935
 42609019 : Fungus_Deux_Electro_Bullet - [N/A] 2129167103
 42609020 : Fungus_Deux_Electro_ThunderPoint - [N/A] 3828239975
 42609021 : Fungus_Un_Dendro_Bullet - [N/A] 1367092679
 42609022 : Fungus_Deux_Fire_UBPoint - [N/A] 1346977855
 42609023 : Fungus_Un_WindImpact_Point - [N/A] 3307037751
 42609024 : Fungus_Un_Water_Bubble - [N/A] 4040866999
 42609025 : Fungus_Deux_Wind_OverdoseBullet - [N/A] 1900741015
 42609026 : Fungus_Un_Dendro_Bullet_UB - [N/A] 437828143
 42610001 : Scorpion_Sacred_SacredAttack03_Bullet - [N/A] 157394007
 42610002 : Scorpion_Sacred_SacredAttack05_Bullet - [N/A] 1362906215
 42610003 : Scorpion_Sacred_SacredEnergy_Gadget - [N/A] 4201293127
 42610004 : Scorpion_Sacred_SacredEnergy_Bullet - [N/A] 426087711
 42610005 : Scorpion_Sacred_SacredEnergy_Accum - [N/A] 1086890671
 42610006 : Scorpion_Sacred_SacredAttack05_Bullet2 - [N/A] 3394513775
 42610007 : Scorpion_Sacred_SacredEnergy_Bullet_ToMonster - [N/A] 2396345631
 42610017 : Vulture_Sacred_SacredAttack04_Bullet - [N/A] 1931426559
 42610018 : Vulture_Sacred_SacredAttack05_Bullet - [N/A] 3313926135
 42610019 : Vulture_Sacred_SacredEnergy_Gadget - [N/A] 4274054415
 42610020 : Vulture_Sacred_SacredEnergy_Bullet - [N/A] 3474544455
 42610021 : Vulture_Sacred_SacredEnergy_Detect - [N/A] 3571112831
 42610022 : Vulture_Sacred_SacredEnergy_Accum - [N/A] 205944767
 42610023 : Vulture_Sacred_SacredEnergy_Bullet_ToMonster - [N/A] 3491967647
 42610024 : Chrysopelea_Sacred_Attack01_Bullet - [N/A] 3919499911
 42610025 : Chrysopelea_Sacred_Attack01_WindZone - [N/A] 27701559
 42610026 : Chrysopelea_Sacred_SacredEnergy_Gadget - [N/A] 1669444215
 42610027 : Chrysopelea_Sacred_SacredEnergy_Bullet - [N/A] 2668002983
 42610028 : Chrysopelea_Sacred_Attack02_WindBlade - [N/A] 2268598063
 42610029 : Chrysopelea_Sacred_Attack04_WindZone - [N/A] 3244977807
 42610030 : Chrysopelea_Sacred_Attack05_Bullet - [N/A] 3994716847
 42610031 : Chrysopelea_Sacred_SacredEnergy_Detect - [N/A] 1576521079
 42610032 : Chrysopelea_Sacred_SacredEnergy_Accum - [N/A] 1749515879
 42610033 : Chrysopelea_Sacred_Attack05_WindBlade - [N/A] 2250065735
 42610034 : Chrysopelea_Sacred_SacredEnergy_Bullet_ToMonster - [N/A] 3603489927
 42610035 : Chrysopelea_Sacred_Attack02_WindBlade02 - [N/A] 475343279
 42610036 : Chrysopelea_Sacred_Attack02_WindBlade03 - [N/A] 3164834151
 42611001 : Fungus_Raptor_01_ShootAttackBullet - [N/A] 1247474583
 42611002 : Fungus_Raptor_01_PowerAttackBullet - [N/A] 1981485391
 42611003 : Fungus_Raptor_01_SummonAttackBullet - [N/A] 3692441343
 42611004 : Fungus_Raptor_01_ShootAttackBullet02 - [N/A] 772071247
 42611005 : Fungus_Raptor_01_ShootAttackBullet03 - [N/A] 367053063
 42611006 : Fungus_Raptor_01_ShootAttackBullet01_Boost - [N/A] 4052153823
 42611007 : Fungus_Raptor_01_ShootAttackBullet02_Boost - [N/A] 3658953047
 42611008 : Fungus_Raptor_01_ShootAttackBullet03_Boost - [N/A] 1566375951
 42611009 : Fungus_Amanita_Unu_Anudatta_Grass_ShootBulletNormal - [N/A] 43621071
 42611010 : Fungus_Amanita_Unu_Anudatta_Grass_ShootBulletDecay - [N/A] 1136068335
 42611011 : Fungus_Amanita_Unu_Anudatta_Grass_DiveBombingBulletNormal - [N/A] 398813615
 42611012 : Fungus_Amanita_Unu_Anudatta_Grass_DiveBombingBulletDecay - [N/A] 4073114071
 42611013 : Fungus_Amanita_Du_Anudatta_Water_ShootBulletNormal - [N/A] 1129926287
 42611014 : Fungus_Amanita_Du_Anudatta_Water_ShootBulletDecay - [N/A] 2870344143
 42611015 : Fungus_Amanita_Du_Anudatta_Water_HeavyShootBulletNormal - [N/A] 757774775
 42611016 : Fungus_Amanita_Du_Anudatta_Water_HeavyShootBulletDecay - [N/A] 1382661615
 42611017 : Fungus_Raptor_01_SummonAttackBullet_OnGround - [N/A] 1912276719
 42611018 : Fungus_Un_Delta_Grass_BulletDecayedRaptorSummon - [N/A] 1152419447
 42613001 : Bullet_Sandworm_Stage01_ShootAttackBullet - [N/A] 2932985583
 42613002 : Bullet_Sandworm_Stage02_TailVerticalShootAttack_BulletOnGround - [N/A] 1481911263
 42613003 : Monster_Sandworm_Stage02_FlyingAttackBall - [N/A] 2615035231
 42613004 : Bullet_Sandworm_Stage02_FlyingAttackBullet - [N/A] 3970307391
 42613005 : Bullet_Sandworm_Stage02_DrillRushAttackBullet - [N/A] 3607401655
 42613006 : Bullet_Sandworm_Stage02_UnderGroundMoveTrail_Bullet - [N/A] 1325797263
 42613007 : Monster_Sandworm_Stage02_FlyingAttackBall02 - [N/A] 2062639847
 42613008 : Monster_Sandworm_Stage02_FlyingAttackBall03 - [N/A] 2977250319
 42613009 : Monster_Sandworm_Stage02_FlyingAttackBall04 - [N/A] 242312639
 42613010 : Monster_Sandworm_Stage02_FlyingAttackBall05 - [N/A] 2026021447
 42613011 : Monster_Sandworm_Stage02_FlyingAttackBall06 - [N/A] 3250352215
 42690001 : DendroTornado_Hunting - [N/A] 1490735319
 42802001 : Boar_RushAtk - [N/A] 3897733399
 42802002 : Boar_BigSnowBall - [N/A] 946776663
 42802003 : Boar_SmallSnowBall - [N/A] 1420633815
 42802004 : Boar_SnowDrop - [N/A] 2073418471
 42802005 : Boar_03_RushAtk - [N/A] 3801980575
 42805001 : Boltbug_Scarab_Ball - [N/A] 1464668799
 42806001 : Chrysopelea_Attack01_Bullet - [N/A] 2582222311
 42901001 : Dvalin_Trigger01 - [N/A] 2857760847
 42901002 : Dvalin_AirFlowGlobal01 - [N/A] 878162351
 42901003 : Dvalin_WindRing01 - [N/A] 3054154647
 42901004 : Dvalin_S01_Bullet01 - [N/A] 2160341271
 42901005 : Dvalin_S01_Bullet01_Launcher - [N/A] 2683439919
 42901006 : Dvalin_S01_Bullet02_Launcher - [N/A] 4116111063
 42901008 : Dvalin_S01_Moving_Center - [N/A] 2202154679
 42901009 : Dvalin_S04_WindField01 - [N/A] 869768855
 42901010 : Dvalin_S04_WindField02 - [N/A] 3548800247
 42901011 : Dvalin_S04_WindField03 - [N/A] 2155424903
 42901012 : Dvalin_S02_AirGun - [N/A] 2911064711
 42901021 : Dvalin_S04_Platform01 - [N/A] 1860361951
 42901022 : Dvalin_S04_Platform01 - [N/A] 706520911
 42901023 : Dvalin_S04_Platform01 - [N/A] 2519398023
 42901024 : Dvalin_S04_Platform01 - [N/A] 2409027991
 42901025 : Dvalin_S04_Platform01 - [N/A] 3244848047
 42901026 : Dvalin_S04_Platform01 - [N/A] 4063672319
 42901027 : Dvalin_S04_Platform01 - [N/A] 3483244895
 42901028 : Dvalin_S04_Platform01 - [N/A] 942212119
 42901029 : Dvalin_S04_Platform01 - [N/A] 753154527
 42901041 : Dvalin_S04_AbyssTrigger - [N/A] 1169221039
 42901042 : Dvalin_S01_WindSlime - [N/A] 2927902063
 42901043 : Dvalin_S01_FireAbyss - [N/A] 1636076615
 42901044 : Dvalin_S01_FireAbyss_Cyclone - [N/A] 48205711
 42901045 : Dvalin_S01_FireAbyss_Totem - [N/A] 2034797783
 42901046 : Dvalin_S01_Missile_01 - [N/A] 2551641095
 42901047 : Dvalin_S01_Missile_02 - [N/A] 1176178759
 42901048 : Dvalin_S01_ChargeDummy - [N/A] 1611774023
 42901049 : Dvalin_S01_FireAbyss_Fan - [N/A] 1105997711
 42901050 : Dvalin_S01_ElementBall_Wind - [N/A] 1699868599
 42901051 : Dvalin_S01_FireAbyss_Totem - [N/A] 3877758831
 42901052 : Dvalin_S01_FireAbyss_TotemLaser - [N/A] 2745794031
 42901053 : Dvalin_S01_EnergyBullet - [N/A] 2908494111
 42901054 : Dvalin_S01_TrackBullet - [N/A] 2953118359
 42901055 : Dvalin_S01_WindRingEmitter - [N/A] 3640057271
 42901056 : Dvalin_S01_WindRing - [N/A] 3114367503
 42901057 : Dvalin_S01_EnergyBullet_Process - [N/A] 1093349335
 42901058 : Dvalin_S01_TrackBullet_Process - [N/A] 1043373535
 42901059 : Dvalin_S01_BulletEmitter - [N/A] 1198672815
 42901060 : Dvalin_S01_BulletEmitter_Process - [N/A] 1900867279
 42901061 : Dvalin_S04_StarFall_Launcher - [N/A] 56208191
 42901062 : Dvalin_S04_StarFall_Bullet - [N/A] 3152535623
 42901063 : Dvalin_S04_Breathe_Bullet - [N/A] 1015671183
 42901064 : Dvalin_S04_TwistedWind_Bullet - [N/A] 1748880271
 42901065 : Dvalin_S04_StarFall_Platform1 - [N/A] 4272622111
 42901066 : Dvalin_S04_Hurricane_Bullet - [N/A] 1661540407
 42901067 : Dvalin_S04_GadgetController - [N/A] 2860239951
 42901068 : Dvalin_S04_Camera_Center - [N/A] 2356919087
 42901069 : Dvalin_S04_ClimbCollider - [N/A] 3448200319
 42901070 : Dvalin_S04_AirFlowController - [N/A] 287108431
 42901071 : Dvalin_S04_AirFlow - [N/A] 1485416975
 42901072 : Dvalin_S04_Roar_Comparer1 - [N/A] 4014715359
 42901073 : Dvalin_S04_Roar_Comparer2 - [N/A] 700909015
 42901074 : Dvalin_S04_Roar_Comparer3 - [N/A] 3398633615
 42901075 : Dvalin_S04_DeadZone1 - [N/A] 320636631
 42901076 : Dvalin_S04_DeadZone2 - [N/A] 2115725663
 42901077 : Dvalin_S04_DeadZone3 - [N/A] 2519172599
 42901078 : Dvalin_S04_DeathCannonZone - [N/A] 2924210999
 42901079 : Dvalin_S01_EnergyBarrageLauncher - [N/A] 46212215
 42901080 : Dvalin_S01_TrackBarrageLauncher - [N/A] 70714831
 42901081 : Dvalin_S01_WindRingLauncher - [N/A] 89625143
 42901082 : Dvalin_S01_EnergyBarrageLauncher_Process - [N/A] 4020689055
 42901083 : Dvalin_S01_TrackBarrageLauncher_Process - [N/A] 2270698655
 42901084 : Dvalin_S04_StarFall_Platform2 - [N/A] 2846479519
 42901085 : Dvalin_S04_DeathCannon_Bullet - [N/A] 1984731735
 42901086 : Dvalin_S04_WindSeed - [N/A] 2415849735
 42901087 : Dvalin_S04_LockDummy - [N/A] 3455516687
 42901088 : Dvalin_S04_LockDummy_RightClaw - [N/A] 4169826279
 42901089 : Dvalin_S04_LockDummy_LeftClaw - [N/A] 932991687
 42901090 : Dvalin_S04_Weak_PushCollider - [N/A] 1155937367
 42902001 : LupiBoreas_BattleArea - [N/A] 3554277959
 42902002 : LupiBoreas_DieAnchor - [N/A] 1753356351
 42902003 : LupiBoreas_BornAnchor - [N/A] 521563127
 42902004 : LupiBoreas_TotemAnchor - [N/A] 840499951
 42902005 : LupiBoreas_CenterAnchor - [N/A] 1048132663
 42902006 : LupiBoreas_ShakeAnchor - [N/A] 4289304727
 42902007 : LupiBoreas_BornCameraAnchor - [N/A] 600352591
 42902008 : LupiBoreas_TransformCameraAnchor - [N/A] 3857202007
 42902011 : LupiBoreas_IceGadgetArea_01 - [N/A] 4009714199
 42902012 : LupiBoreas_IceGadgetArea_02 - [N/A] 34187407
 42902013 : LupiBoreas_IceGadgetArea_03 - [N/A] 2567049511
 42902014 : LupiBoreas_IceGadgetArea_04 - [N/A] 549968751
 42902015 : LupiBoreas_IceGadgetArea_05 - [N/A] 1722040175
 42902016 : LupiBoreas_IceGadgetArea_06 - [N/A] 2966774055
 42902017 : LupiBoreas_IceConeMissile - [N/A] 761126359
 42902018 : LupiBoreas_IceGadget - [N/A] 2923853103
 42902021 : LupiBoreas_SprintAtk - [N/A] 4247063727
 42902022 : LupiBoreas_DriftAtk - [N/A] 4215664351
 42902023 : LupiBoreas_SprintAtk_Scene - [N/A] 4265388319
 42902024 : LupiBoreas_JumpAtk - [N/A] 2179420119
 42902031 : LupiBoreas_StampAtk_Ice - [N/A] 432564839
 42902032 : LupiBoreas_StampAtk_Frozen - [N/A] 3051412095
 42902033 : LupiBoreas_StampAtk_Wind - [N/A] 2031097367
 42902034 : LupiBoreas_FlapAtk_Ice - [N/A] 1511860639
 42902035 : LupiBoreas_FlapAtk_IceStay - [N/A] 717111271
 42902041 : LupiBoreas_WolfSoul_Bullet - [N/A] 1068107303
 42902042 : LupiBoreas_ReturnToBorn_Bullet - [N/A] 760788447
 42903001 : Tartaglia_RangeAttack_Bullet - [N/A] 3953473471
 42903002 : Tartaglia_NormalAttack_Arrow - [N/A] 521027175
 42903003 : Tartaglia_ComboAttack_Arrow - [N/A] 77002927
 42903004 : Tartaglia_CoverAttack_Anchor - [N/A] 2996064215
 42903005 : Tartaglia_Riptide_AIController - [N/A] 1981299751
 42903006 : Tartaglia_Airwall_01 - [N/A] 1865896607
 42903007 : Tartaglia_Transform_Controller - [N/A] 3499870815
 42903008 : Tartaglia_PowerAttack_Monoceros - [N/A] 1125486719
 42903009 : Tartaglia_PowerAttack_Monoceros_UpDamage - [N/A] 3350358039
 42903010 : Tartaglia_PowerAttack_Monoceros_DownDamage - [N/A] 2890988167
 42903101 : Tartaglia_ThunderClap_AIController - [N/A] 1372151511
 42903102 : Tartaglia_EvilEye_StrikeAttack_Bullet - [N/A] 2116744367
 42903103 : Tartaglia_EvilEye_StrikeAttack_Scene - [N/A] 1596904191
 42903201 : Tartaglia_Airwall_02 - [N/A] 2349311423
 42903202 : Tartaglia_Harbinger_NormalAttack01_Arrow - [N/A] 1286589607
 42903203 : Tartaglia_Harbinger_NormalAttack02_Impulse - [N/A] 2939030743
 42903204 : Tartaglia_Harbinger_ExtraAttackBullet_01 - [N/A] 4038044895
 42903205 : Tartaglia_Harbinger_PowerAttack_Monoceros - [N/A] 2842662047
 42903206 : Tartaglia_Harbinger_CycleAttack_Bullet_01 - [N/A] 2826241639
 42903207 : Tartaglia_Harbinger_StrikeAttack_Bullet - [N/A] 2321597335
 42903208 : Tartaglia_Harbinger_CoverAttack_CenterAnchor - [N/A] 2612036143
 42903209 : Tartaglia_Harbinger_CoverAttack_SideAnchor - [N/A] 3435081671
 42903210 : Tartaglia_Harbinger_Riptide_AIController - [N/A] 2144832183
 42903211 : Tartaglia_Harbinger_ThunderClap_AIController - [N/A] 1448918743
 42903212 : Tartaglia_Harbinger_NormalAttack03_Bullet - [N/A] 3492542887
 42903213 : Tartaglia_Harbinger_NormalAttack03_Scene - [N/A] 2749220903
 42903214 : Tartaglia_Harbinger_RangeAttack_Anchor - [N/A] 2757750703
 42903215 : Tartaglia_Harbinger_PowerAttack_Monoceros_UpDamage - [N/A] 2726153919
 42903216 : Tartaglia_Harbinger_PowerAttack_Monoceros_DownDamage - [N/A] 343336231
 42903217 : Tartaglia_Harbinger_CycleAttack_Bullet_Scene - [N/A] 3609709767
 42904001 : Dahaka_Sting_Rock - [N/A] 2065748127
 42904002 : Dahaka_Sting_Electric - [N/A] 1684075199
 42904003 : Dahaka_Sting_Ice - [N/A] 3663172599
 42904004 : Dahaka_Sting_Rock_Effect - [N/A] 1136319879
 42904005 : Dahaka_Sting_Electric_Effect - [N/A] 749684495
 42904006 : Dahaka_Sting_Ice_Effect - [N/A] 609378767
 42904007 : Dahaka_Sting_Ice_Pos - [N/A] 3858508271
 42904008 : Dahaka_SlamGround_Rock - [N/A] 1705842095
 42904009 : Dahaka_SlamGround_Water_Fountain - [N/A] 4057943303
 42904010 : Dahaka_SlamGround_Fire - [N/A] 387520175
 42904011 : Dahaka_Swim_Sting_Rock - [N/A] 3464762247
 42904012 : Dahaka_Roar_Meteor_Pos - [N/A] 1775392247
 42904013 : Dahaka_Roar_Meteor - [N/A] 2279726311
 42904014 : Dahaka_Roar_WaterBall - [N/A] 137753167
 42904015 : Dahaka_Lava - [N/A] 1892571639
 42904016 : Dahaka_FireArea - [N/A] 3191315487
 42904017 : Dahaka_WaterWave - [N/A] 2814435439
 42904018 : Dahaka_TrackWaterWave - [N/A] 2763416255
 42904019 : Dahaka_Icecone_Pos - [N/A] 3924061967
 42904020 : Dahaka_Icecone - [N/A] 2133866399
 42904021 : Dahaka_ElectricBall_Pos - [N/A] 3453042495
 42904022 : Dahaka_ElectricBall - [N/A] 2083773247
 42904023 : Dahaka_IceBlock_Pos - [N/A] 3595708927
 42904024 : Dahaka_IceBlock - [N/A] 3865388495
 42904025 : Dahaka_ElectricNet_Pos - [N/A] 2961773759
 42904026 : Dahaka_ElectricNet - [N/A] 4012082791
 42904027 : Dahaka_Sting_Rock_Pos - [N/A] 4027311271
 42904028 : Dahaka_Sting_Electric_Pos - [N/A] 2122108863
 42904029 : Dahaka_Sting_Rock_Explode - [N/A] 1483029295
 42904030 : Dahaka_Roar_WaterBall_Middle - [N/A] 2517289511
 42904031 : Dahaka_Roar_WaterBall_Far - [N/A] 3807127431
 42904032 : Dahaka_Sealed_Circle - [N/A] 1827642287
 42904033 : Dahaka_Roar_WaterBall_Pos - [N/A] 627936575
 42904034 : Dahaka_BornAnchor - [N/A] 721404679
 42904035 : Dahaka_Swim_RockArea - [N/A] 1385739815
 42904036 : Dahaka_Swim_RockFall - [N/A] 1833386367
 42904037 : Dahaka_ElectricNet_Thunder - [N/A] 1130553943
 42904038 : Dahaka_ElectricNet_Wave1 - [N/A] 2790661199
 42904039 : Dahaka_ElectricNet_Wave2 - [N/A] 3655340935
 42904040 : Dahaka_ElectricNet_Wave3 - [N/A] 1144505271
 42904041 : Dahaka_ElectricNet_Wave4 - [N/A] 1068659127
 42904042 : Dahaka_LockDummy - [N/A] 1715896167
 42904043 : Dahaka_Grub_Bullet - [N/A] 2500400327
 42904044 : Dahaka_Swap_Bomb - [N/A] 3613789631
 42904045 : Dahaka_Swap_ChargePos - [N/A] 3126775263
 42904046 : Dahaka_Swap_Charge - [N/A] 3495544367
 42904047 : Dahaka_IceBall_Pos - [N/A] 3757142207
 42904048 : Dahaka_Sealed_Circle_Quest - [N/A] 1692026567
